age,indus,indus_yard_owner,indus_yard_manager,indus_ft_groom,indus_pt_groom,indus_pt_ride_train,indus_ft_ride_train,indus_instructor,indus_indus_prof,indus_lecturer,indus_committee,indus_retail,blank,indus_open,prof_farrier,prof_edt,prof_physio,prof_alt_therapy,prof_saddler,prof_nutritionist,prof_eq_vet,prof_eq_vn,prof_vet,prof_vn,prof_open,yrs,org,org_bhs_scot,org_bhs,org_pc,org_breed_assoc,org_bs,org_bs_duplicate,org_be,org_bd,org_bsha,org_serc,org_rda,org_bds,org_rc,org_open,qual,qual_bhs1_2,qual_bhs3_4,qual_bhs_prof,qual_pc_a,qual_pc_bc,qual_pc_de,qual_nc_horse,qual_hnc_eq,qual_hnd_eq,qual_svq_3,qual_svq_1_2,qual_ma,qual_dipwcf,qual_ntq_sadd,qual_ug_eq,qual_pg_eq,qual_vn_qual,qual_vet_qual,qual_open,conf_pastureman,conf_herdman,conf_turnoutroutine,conf_typepf,conf_amountpf,conf_typef,conf_amountf,conf_rug,bcs_monitor,bcs_how,bcs_how_open,bcs_by_prof,wgt_monitor,wgt_how,wgt_summer,wgt_autumn,wgt_winter,wgt_spring,pres_forage_spring_sum,pres_forage_aut_wint,pres_forage_choice,pres_forage_lam,pres_forage_ems,pres_forage_weight,pres_forage_colic,pres_forage_egus,pres_forage_resp,pres_forage_yard_availability,pres_forage_region_availability,pres_forage_cost,pres_forage_open,pres_forage_feed,pres_forage_prefer_other,pres_forage_pref_same_fed,pres_forage_analysis,pres_forage_analysis_aware,feed_bal,feed_bal_reason_forage,feed_bal_reason_boost,feed_bal_reason_conc,feed_bal_reason_replace,feed_bal_reason_cal,feed_bal_reason_energy,feed_bal_reason_munch,feed_bal_reason_open,exercise_imp,conf_rec_lam,conf_rec_obesity,conf_rec_ems,conf_rec_colic,conf_rec_ppid,conf_rec_loc
26-40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,20-29,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fairly confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Monthly,Body condition scoring using a 1-5 scale system,NA,No,Monthly,Tape measure,Aim to encourage weight loss,Aim to maintain weight,Aim to maintain weight,Aim to encourage weight loss,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Hay,NA,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Managing weight,5,5,2,5,5,5
26-40,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,?30,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Monthly,Estimation through visual assessment only,NA,Yes,Monthly,Visual assessment,Aim to encourage weight loss,Aim to maintain weight,Aim to encourage weight loss,Aim to maintain weight,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Hay,NA,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Maintaining fitness for their discipline,5,5,5,5,5,5
26-40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Oct-19,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Equine Shiatsu,Very confident,Fairly confident,Very confident,Fairly confident,Fairly confident,Very confident,Very confident,Very confident,Monthly,Taking measurements and using an online body condition calculator,NA,Yes,Monthly,Weighbridge,Aim to maintain weight,Aim to maintain weight,Aim to encourage weight loss,Aim to maintain weight,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Mixture of hay and haylage,NA,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Enjoyment / hobby,5,5,4,5,4,5
26-40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,20-29,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Fairly confident,Neutral,Fairly confident,Fairly confident,Very confident,Monthly,Estimation through visual assessment and feeling the horse's body,NA,Yes,Monthly,Visual assessment,Aim to encourage weight loss,Aim to encourage weight gain,Aim to encourage weight gain,Aim to encourage weight loss,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Hay,NA,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Relieving boredom / providing stimulation,5,5,2,5,3,5
26-40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,04-Sep,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Monthly,Estimation through visual assessment and feeling the horse's body,NA,Yes,Weekly,Visual assessment,Aim to maintain weight,Aim to encourage weight loss,Aim to encourage weight loss,Aim to maintain weight,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Hay,NA,Yes,Don't know,Yes,Yes,Yes,No,No,No,No,No,No,No,Managing weight,4,4,4,3,4,5
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,04-Sep,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,A little,A little,Fairly confident,Fairly confident,Fairly confident,A little,A little,A little,Weekly,Estimation through visual assessment and feeling the horse's body,NA,No,Monthly,Tape measure,Aim to encourage weight loss,Aim to encourage weight loss,Aim to maintain weight,Aim to encourage weight loss,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Mixture of hay and haylage,NA,No,No,No,No,No,No,No,No,No,No,No,No,Enjoyment / hobby,4,4,4,4,4,4
Over 60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,20-29,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,A little,A little,Very confident,Very confident,Very confident,Very confident,Very confident,Fairly confident,Daily,Estimation through visual assessment and feeling the horse's body,NA,No,Daily,Visual assessment,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Aim to encourage weight loss,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Cushings,Forage substitute (E.g. short chop fibre ),NA,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Relieving boredom / providing stimulation,4,4,2,4,5,4
41-60,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Hoof care professional & bit and bridle fitter ,Oct-19,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Barefoot Hoof Care diploma, Lantra bit& bridle fitting ",Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Weekly,Body condition scoring using a 1-5 scale system,NA,No,Occasionally,Estimation through calculation,Aim to maintain weight,Aim to encourage weight loss,Aim to encourage weight loss,Aim to maintain weight,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Hay,NA,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Combination of weight management and me tal stimulation,5,5,5,5,5,5
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,20-29,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Neutral,Neutral,Fairly confident,Weekly,Body condition scoring using a 1-5 scale system,I farm livestock and also alpacas so use a 1-5 system for all animals on the farm ,Yes,Weekly,Visual assessment ,Aim to maintain weight,Aim to maintain weight,Aim to encourage weight gain,Aim to maintain weight,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Mixture of hay and haylage,NA,Yes,Don't know,Yes,Yes,Yes,No,No,No,No,No,No,No,Managing weight,5,4,5,5,3,5
Under 18,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Daily,Estimation through visual assessment and feeling the horse's body,NA,No,Daily,Visual assessment,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Hay,NA,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Enjoyment / hobby,3,5,1,4,1,4
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,?30,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Weekly,Body condition scoring using a 1-5 scale system,NA,Yes,Weekly,Tape measure,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Haylage,NA,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Enjoyment / hobby,4,4,4,4,4,4
NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,20-29,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Neutral,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Very confident,Weekly,"Measurement of heart-girth, belly-girth and neck",NA,Yes,Weekly,Tape measure,Aim to maintain weight,Aim to maintain weight,Aim to encourage weight loss,Aim to encourage weight loss,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Soaked hay,NA,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Managing weight,5,5,4,4,4,3
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,20-29,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Daily,Estimation through visual assessment and feeling the horse's body,NA,Yes,Occasionally,Tape measure,Aim to maintain weight,Aim to encourage weight gain,Aim to encourage weight loss,Aim to maintain weight,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,Hay,NA,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Managing weight,5,5,5,5,5,5
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Oct-19,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Neutral,Monthly,Estimation through visual assessment and feeling the horse's body,NA,Yes,Monthly,Tape measure,Aim to encourage weight loss,Aim to encourage weight loss,Aim to maintain weight,Aim to encourage weight loss,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Hay,NA,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Enjoyment / hobby,5,4,1,4,4,5
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,?30,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fairly confident,Very confident,Fairly confident,Very confident,Very confident,Fairly confident,Fairly confident,Fairly confident,Weekly,Body condition scoring using a 1-5 scale system,NA,No,Monthly,Tape measure,Aim to encourage weight loss,Aim to maintain weight,Aim to maintain weight,Aim to encourage weight loss,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Hay,NA,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Maintaining health and suppleness in horse..,5,5,4,5,5,5
Under 18,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,20-29,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Occasionally,"Measurement of heart-girth, belly-girth and neck",NA,Yes,Monthly,Tape measure,Aim to encourage weight loss,Aim to maintain weight,Aim to maintain weight,Aim to encourage weight loss,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Haylage,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,Relieving boredom / providing stimulation,5,5,4,5,5,5
Under 18,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Oct-19,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Monthly,Estimation through visual assessment and feeling the horse's body,NA,Yes,Occasionally,Tape measure,Aim to encourage weight loss,Aim to maintain weight,Aim to encourage weight loss,Aim to encourage weight loss,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Hay,NA,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Training & development,5,5,2,5,3,5
26-40,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Volunteer teacher at riding school,No,No,No,No,No,No,No,No,No,No,No,01-Mar,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Ukcc level 1 ,A little,Neutral,A little,Neutral,Neutral,Neutral,Neutral,A little,Monthly,Estimation through visual assessment and feeling the horse's body,NA,No,Monthly,Visual assessment,Aim to maintain weight,Aim to maintain weight,Aim to encourage weight loss,Aim to encourage weight loss,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Hay,NA,No,Don't know,Yes,Yes,Yes,No,No,No,No,No,No,NA,Managing weight,4,5,3,3,4,4
Over 60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,?30,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Daily,Estimation through visual assessment only,NA,No,Never,NA,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Mixture of hay and haylage,NA,Yes,Don't know,Yes,Yes,No,No,No,Yes,No,No,No,No,Maintaining fitness for their discipline,5,5,5,5,5,5
26-40,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Weekly,Estimation through visual assessment and feeling the horse's body,NA,Yes,Weekly,Visual assessment,Aim to maintain weight,Aim to maintain weight,Aim to encourage weight loss,Aim to encourage weight gain,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Mixture of hay and haylage,NA,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Relieving boredom / providing stimulation,5,5,5,5,5,5
41-60,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,?30,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Undergraduate degree in biological sciencesin ,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Monthly,Body condition scoring using a 1-5 scale system,NA,Yes,Monthly,Visual assessment,Aim to encourage weight loss,Aim to encourage weight loss,Aim to maintain weight,Aim to maintain weight,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,"Limited by storage space, so purchase wrapped bales that can be stored outside",Mixture of hay and haylage,NA,No,Don't know,Yes,No,No,No,No,No,No,No,No,No,Training & development,5,5,4,5,4,5
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,04-Sep,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Fairly confident,Very confident,Very confident,Very confident,Daily,Estimation through visual assessment and feeling the horse's body,Weigh tape,No,Daily,Visual assessment,Aim to maintain weight,Aim to encourage weight loss,Aim to encourage weight loss,Aim to maintain weight,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Soaked hay,NA,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Relieving boredom / providing stimulation,4,5,4,5,1,5
26-40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,04-Sep,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,A little,A little,Neutral,Neutral,Neutral,Neutral,A little,Neutral,Weekly,Body condition scoring using a 1-5 scale system,NA,No,Weekly,Tape measure,Aim to encourage weight loss,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Hay,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,Managing weight,3,4,1,3,1,4
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,20-29,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,NA,Very confident,Weekly,Estimation through visual assessment and feeling the horse's body,NA,No,Weekly,Visual assessment,Aim to encourage weight loss,Aim to encourage weight loss,Aim to maintain weight,Aim to encourage weight loss,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Hay,NA,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Enjoyment / hobby,5,5,4,5,3,5
Over 60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,20-29,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,A little,A little,A little,Neutral,A little,A little,A little,Fairly confident,Occasionally,Taking measurements and using an online body condition calculator,NA,No,Occasionally,Tape measure,Aim to maintain weight,Aim to encourage weight loss,Aim to encourage weight loss,Aim to maintain weight,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Hay,NA,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Enjoyment / hobby,4,4,1,5,3,4
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,?30,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Weekly,"Measurement of heart-girth, belly-girth and neck",NA,Yes,Weekly,Tape measure,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Forage substitute (E.g. short chop fibre ),NA,Yes,Don't know,Yes,Yes,Yes,No,No,No,No,No,No,No,Relieving boredom / providing stimulation,4,5,1,5,4,5
18-25,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,04-Sep,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Very confident,Fairly confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Monthly,Estimation through visual assessment and feeling the horse's body,NA,No,Monthly,Visual assessment,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Steamed hay,NA,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Training & development,5,5,3,5,3,5
41-60,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,04-Sep,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,TRSS,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,TRSS Centre Operator & Senior Ride Leader,Fairly confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Fairly confident,Weekly,Estimation through visual assessment and feeling the horse's body,Plus 5point score and regular weigh tape to highlight changes.,Yes,Weekly,Visual assessment,Aim to maintain weight,Aim to encourage weight gain,Aim to maintain weight,Aim to encourage weight loss,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Mixture of hay and haylage,NA,No,No,Yes,No,No,No,No,No,No,No,No,No,Maintaining fitness for their discipline,4,5,4,5,4,4
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,?30,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Monthly,"Measurement of heart-girth, belly-girth and neck",previously on a weigh bridge so i know to add 30 kg,Yes,Monthly,Tape measure,Aim to encourage weight loss,Aim to encourage weight loss,Aim to maintain weight,Aim to encourage weight loss,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Hay,NA,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Enjoyment / hobby,5,5,3,4,3,4
41-60,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Oct-19,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Weekly,Taking measurements and using an online body condition calculator,NA,Yes,Weekly,Tape measure,Aim to maintain weight,Aim to encourage weight loss,Aim to encourage weight loss,Aim to encourage weight loss,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Hay,NA,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Enjoyment / hobby,5,5,5,5,5,5
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Oct-19,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Fairly confident,Weekly,Estimation through visual assessment and feeling the horse's body,NA,No,Occasionally,Tape measure,Aim to encourage weight loss,Aim to encourage weight loss,Aim to maintain weight,Aim to maintain weight,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Hay,NA,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Relieving boredom / providing stimulation,4,5,3,3,3,5
26-40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,04-Sep,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Monthly,Body condition scoring using a 1-5 scale system,NA,Yes,Monthly,Weighbridge,Aim to maintain weight,Aim to encourage weight loss,Aim to encourage weight loss,Aim to encourage weight gain,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Haylage,NA,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Training & development,5,5,4,5,4,5
Over 60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,?30,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,World Horse Welfare,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Weekly,Estimation through visual assessment and feeling the horse's body,NA,No,Occasionally,Tape measure,Aim to maintain weight,Aim to maintain weight,Aim to encourage weight loss,Aim to maintain weight,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Hay,NA,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Training & development,5,5,5,5,3,5
